708.235291,533.125000
931.176453,447.500000
348.823517,350.000000
1272.352905,221.250000
739.411743,162.500000
513.529419,226.875000
351.764709,537.500000
1167.058838,85.000000
140.588242,430.000000
155.882355,248.125000
312.941162,207.500000
1090.000000,325.625000
1215.882324,365.000000
432.941162,151.875000
324.705872,451.875000
246.470581,200.000000
52.941177,190.000000
578.235291,169.375000
674.705872,173.750000
235.294113,444.375000
1075.882324,424.375000
75.882355,35.625000
993.529419,351.875000
1007.647034,242.500000
1139.411743,215.000000
351.764709,246.250000
864.705872,521.250000
927.058838,131.250000
1003.529419,170.625000
1348.235352,433.125000
773.529419,612.500000
344.705872,448.125000
656.470581,551.250000
244.117645,113.125000
90.588234,363.750000
1267.058838,131.875000
589.411743,91.250000
714.705872,356.250000
121.764709,32.500000
617.647034,315.625000
311.764709,141.875000
493.529419,446.250000
308.823517,280.000000
930.000000,390.000000
113.529411,349.375000
829.411743,467.500000
1122.941162,482.500000
175.294113,495.625000
1165.882324,334.375000
658.235291,370.000000
658.235291,434.375000
887.058838,126.875000
1073.529419,109.375000
345.294128,143.125000
772.352966,97.500000
1207.058838,412.500000
685.294128,24.375000
827.058838,249.375000
136.470581,110.625000
792.941162,195.000000
1013.529419,115.625000
1017.058838,305.625000
970.000000,36.875000
261.764709,351.875000
1308.823486,341.875000
663.529419,249.375000
450.588226,82.500000
608.235291,393.125000
1058.823486,185.000000
549.411743,516.875000
572.352966,247.500000
1146.470581,422.500000
1250.000000,448.750000
487.058838,62.500000
1232.352905,85.000000
1341.176514,192.500000
261.764709,156.250000
509.411774,108.125000
846.470581,556.875000
779.411743,527.500000
400.000000,143.125000
